source,run_dir,model_name,model_type,seed,topology,parameter_count,elapsed_seconds,train_balanced_accuracy,val_balanced_accuracy,test_balanced_accuracy,ood_composition_balanced_accuracy,ood_depth_balanced_accuracy
topology,20260523_195558_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed53,qfc_linear_chain,grammar_structured_quantum_feature,53,generic_linear,686,6.727341542005888,0.941971906550261,0.7450592885375493,0.7809603262884687,0.54125,0.7809855649576904
topology,20260523_195605_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed53,qfc_grammar,grammar_structured_quantum_feature,53,grammar,686,7.678755999993882,0.9876725357264791,0.7712450592885376,0.8121987393400074,0.5800000000000001,0.7485067197610751
topology,20260523_195613_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed53,qfc_no_entanglement,grammar_structured_quantum_feature,53,none,686,4.159023291009362,0.8604777349656147,0.6712779973649539,0.6562847608453837,0.4775,0.6597809855649577
topology,20260523_195617_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed53,qfc_random_01_random_label,grammar_structured_quantum_feature,53,random_fixed_01,686,1.772673624989693,0.5597900307272107,0.5077404479578392,0.496477567667779,0.395,0.4688899950223992
topology,20260523_195619_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed67,qfc_random_01,grammar_structured_quantum_feature,67,random_fixed_01,686,7.787952458005748,0.9747608910374783,0.7708687777838757,0.755625,0.6784511784511784,0.8115816767502161
topology,20260523_195626_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed67,qfc_ring,grammar_structured_quantum_feature,67,ring,686,6.062863625003956,0.921242814461261,0.760029636134131,0.691875,0.558361391694725,0.7461414989504878
topology,20260523_195633_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed67,qfc_all_to_all,grammar_structured_quantum_feature,67,all_to_all,686,7.255326500002411,0.9286967564616168,0.7968552768783272,0.736875,0.5909090909090909,0.8013334979627115
topology,20260523_195640_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed67,qfc_linear_chain,grammar_structured_quantum_feature,67,generic_linear,686,6.831506874994375,0.9348102158882461,0.753059656440371,0.6937500000000001,0.5718294051627385,0.7568835658723299
topology,20260523_195647_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed67,qfc_grammar,grammar_structured_quantum_feature,67,grammar,686,6.958402000003844,0.9466782412377839,0.7859063717688382,0.744375,0.5420875420875421,0.7900975429065317
topology,20260523_195654_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed67,qfc_no_entanglement,grammar_structured_quantum_feature,67,none,686,7.668481917004101,0.9781933853166545,0.7374732451566873,0.774375,0.5982042648709316,0.8114582047166317
topology,20260523_195701_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed67,qfc_random_01_random_label,grammar_structured_quantum_feature,67,random_fixed_01,686,2.1533017910114722,0.5161195330089999,0.5033203446572636,0.5075,0.49102132435465773,0.48314606741573035
topology,20260523_195703_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed79,qfc_random_01,grammar_structured_quantum_feature,79,random_fixed_01,686,7.810798291000538,0.9826681953456604,0.744333461390703,0.7585565476190477,0.6641514101929737,0.8223952539859103
topology,20260523_195711_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed79,qfc_ring,grammar_structured_quantum_feature,79,ring,686,6.217375249994802,0.9407230326389228,0.7248778881510345,0.7421875,0.5818901533894112,0.7875417130144605
topology,20260523_195717_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed79,qfc_all_to_all,grammar_structured_quantum_feature,79,all_to_all,686,7.787746249989141,0.9594818753963995,0.7289665770265079,0.6997767857142857,0.678129638792677,0.7703003337041157
topology,20260523_195725_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed79,qfc_linear_chain,grammar_structured_quantum_feature,79,generic_linear,686,7.970111917005852,0.9704042054934869,0.7698809066461775,0.7328869047619048,0.5717466600692727,0.7710418984056359
topology,20260523_195733_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed79,qfc_grammar,grammar_structured_quantum_feature,79,grammar,686,4.964325082997675,0.8729509196467775,0.7026507875528236,0.6908482142857142,0.622093023255814,0.7200593251761216
topology,20260523_195738_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed79,qfc_no_entanglement,grammar_structured_quantum_feature,79,none,686,7.0172239579987945,0.966507293750305,0.7445529883101916,0.6956845238095238,0.6157842652152399,0.7879124953652206
topology,20260523_195745_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed79,qfc_random_01_random_label,grammar_structured_quantum_feature,79,random_fixed_01,686,1.6072313330078032,0.5,0.5,0.5,0.5,0.5
topology,20260523_195747_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed83,qfc_random_01,grammar_structured_quantum_feature,83,random_fixed_01,686,5.1339181659859605,0.9105125442511929,0.7902136306222198,0.7403908493099935,0.6,0.7711528946066304
topology,20260523_195752_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed83,qfc_ring,grammar_structured_quantum_feature,83,ring,686,5.6281522500066785,0.9444051100507926,0.8214069965401725,0.7558581087339076,0.6512987012987013,0.8175408213755566
topology,20260523_195758_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed83,qfc_all_to_all,grammar_structured_quantum_feature,83,all_to_all,686,8.088348707999103,0.9825457903647837,0.7623153385688396,0.7664165972029267,0.6694805194805195,0.8243443839683324
topology,20260523_195806_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed83,qfc_linear_chain,grammar_structured_quantum_feature,83,generic_linear,686,7.222126957989531,0.9836693858704018,0.842550387171179,0.808789478558859,0.6545454545454545,0.8359722909450766
topology,20260523_195813_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed83,qfc_grammar,grammar_structured_quantum_feature,83,grammar,686,6.371308040994336,0.9634754502077882,0.8101762864517545,0.8089747151986663,0.65,0.7885947550717467
topology,20260523_195819_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed83,qfc_no_entanglement,grammar_structured_quantum_feature,83,none,686,6.767294292003498,0.9798060643373865,0.8090779284968972,0.7621561544873576,0.6000000000000001,0.847105393369619
topology,20260523_195826_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed83,qfc_random_01_random_label,grammar_structured_quantum_feature,83,random_fixed_01,686,2.0984815410047304,0.5867323380021549,0.5473392278543577,0.49578586644438266,0.47597402597402594,0.4727857496288966
topology,20260523_195828_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed97,qfc_random_01,grammar_structured_quantum_feature,97,random_fixed_01,686,5.321864165991428,0.9329541010851501,0.7631752305665349,0.7026484751203852,0.624746963562753,0.7554347826086957
topology,20260523_195833_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed97,qfc_ring,grammar_structured_quantum_feature,97,ring,686,4.8616839999886,0.9033752077426923,0.7633399209486166,0.6442770712433634,0.4881072874493927,0.6870059288537549
topology,20260523_195838_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed97,qfc_all_to_all,grammar_structured_quantum_feature,97,all_to_all,686,6.055591832991922,0.9304795190145664,0.8302042160737813,0.7693233732559575,0.6072874493927125,0.8270750988142292
topology,20260523_195844_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed97,qfc_linear_chain,grammar_structured_quantum_feature,97,generic_linear,686,6.224376624988508,0.9505083585883274,0.7523056653491436,0.6693727620693912,0.6115890688259109,0.7164031620553359
topology,20260523_195851_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed97,qfc_grammar,grammar_structured_quantum_feature,97,grammar,686,4.6364122920058435,0.8686149672499757,0.7307312252964426,0.649833312754661,0.5126518218623481,0.7097332015810276
topology,20260523_195855_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed97,qfc_no_entanglement,grammar_structured_quantum_feature,97,none,686,6.512828874998377,0.9700728321439045,0.761034255599473,0.6917212001481665,0.653087044534413,0.7663043478260869
topology,20260523_195902_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed97,qfc_random_01_random_label,grammar_structured_quantum_feature,97,random_fixed_01,686,1.6457757500029402,0.5375525466810049,0.5202569169960474,0.5111433510309915,0.4400303643724696,0.5212450592885376
topology,20260523_195903_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed109,qfc_random_01,grammar_structured_quantum_feature,109,random_fixed_01,686,4.875325457993313,0.8775,0.7637757137158813,0.7199975030431661,0.61375,0.8370535714285714
topology,20260523_195908_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed109,qfc_ring,grammar_structured_quantum_feature,109,ring,686,5.030432125000516,0.8845426829268292,0.800757877941763,0.7998376978057993,0.655,0.8668154761904763
topology,20260523_195913_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed109,qfc_all_to_all,grammar_structured_quantum_feature,109,all_to_all,686,7.665839084002073,0.9480182926829268,0.8165707447717818,0.7871032179531197,0.76625,0.8266369047619048
topology,20260523_195921_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed109,qfc_linear_chain,grammar_structured_quantum_feature,109,generic_linear,686,4.875429583989899,0.8897256097560976,0.799561228560032,0.7792846218670995,0.625,0.8400297619047619
topology,20260523_195926_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed109,qfc_grammar,grammar_structured_quantum_feature,109,grammar,686,4.584644417001982,0.896189024390244,0.8088779987463672,0.740831486625675,0.63625,0.7946428571428572
topology,20260523_195930_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed109,qfc_no_entanglement,grammar_structured_quantum_feature,109,none,686,7.6423134170036064,0.9764329268292683,0.8103595646475583,0.8038172227597615,0.6275,0.7269345238095237
topology,20260523_195938_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed109,qfc_random_01_random_label,grammar_structured_quantum_feature,109,random_fixed_01,686,2.205151540998486,0.5977743902439024,0.5360134480597185,0.5074440525609414,0.465,0.49255952380952384
