seed,train_sample_cap,eval_sample_cap,split,model_name,kernel_source,kernel_family,kernel_name,C,selection_score,accuracy,balanced_accuracy,macro_f1
97,128,128,ood_depth,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,10.0,0.5946275946275946,0.515625,0.5152625152625152,0.5151515151515151
97,128,128,test,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.7665445665445665,0.703125,0.7035409035409035,0.703052503052503
97,128,128,ood_composition,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.7665445665445665,0.609375,0.6321321321321322,0.6085148030340103
97,128,128,ood_depth,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.7665445665445665,0.7265625,0.7268620268620269,0.7265458096807667
97,128,128,test,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,0.1,0.5,0.5078125,0.5,0.33678756476683935
97,128,128,ood_composition,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,0.1,0.5,0.578125,0.5,0.36633663366336633
97,128,128,ood_depth,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,0.1,0.5,0.5078125,0.5,0.33678756476683935
97,128,128,test,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,0.5301587301587302,0.5546875,0.5542124542124542,0.554006968641115
97,128,128,ood_composition,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,0.5301587301587302,0.5078125,0.5017517517517518,0.500959217773377
97,128,128,ood_depth,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,0.5301587301587302,0.59375,0.5924297924297924,0.5901477832512315
97,128,128,test,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.6008547008547009,0.5859375,0.5844932844932845,0.5816219549799568
97,128,128,ood_composition,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.6008547008547009,0.4375,0.45095095095095095,0.43736263736263736
97,128,128,ood_depth,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.6008547008547009,0.5703125,0.5695970695970696,0.569023569023569
109,128,128,test,best_learned_classical,mlp_hidden,linear,linear,1.0,0.8284412955465588,0.84375,0.8401284902396837,0.8412698412698413
109,128,128,ood_composition,best_learned_classical,mlp_hidden,linear,linear,1.0,0.8284412955465588,0.5859375,0.5835186557944156,0.582856791489885
109,128,128,ood_depth,best_learned_classical,mlp_hidden,linear,linear,1.0,0.8284412955465588,0.7734375,0.7740196078431372,0.7730912647472339
109,128,128,test,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.7656882591093117,0.765625,0.7575982209043737,0.7597597597597597
109,128,128,ood_composition,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.7656882591093117,0.734375,0.7432666172473437,0.734375
109,128,128,ood_depth,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.7656882591093117,0.78125,0.7803921568627451,0.7803921568627451
109,128,128,test,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,1.0,0.561740890688259,0.5625,0.5693106004447739,0.5625
109,128,128,ood_composition,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,1.0,0.561740890688259,0.421875,0.4269829503335804,0.421875
109,128,128,ood_depth,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,1.0,0.561740890688259,0.5546875,0.5593137254901961,0.554006968641115
109,128,128,test,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.6842105263157895,0.6640625,0.6591302199159872,0.6593848629246859
109,128,128,ood_composition,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.6842105263157895,0.5234375,0.5340993328391401,0.5227092120545265
109,128,128,ood_depth,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.6842105263157895,0.8125,0.8127450980392157,0.812087105456325
109,128,128,test,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,10.0,0.5288461538461539,0.5625,0.5623918952310354,0.5607843137254902
109,128,128,ood_composition,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,10.0,0.5288461538461539,0.5390625,0.5499135161848283,0.5383580903478208
109,128,128,ood_depth,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,10.0,0.5288461538461539,0.484375,0.4901960784313726,0.48235294117647054
109,128,128,test,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,100.0,0.5845141700404858,0.625,0.6221892760069188,0.6216748768472906
109,128,128,ood_composition,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,100.0,0.5845141700404858,0.40625,0.4077094143810229,0.4056695992179863
109,128,128,ood_depth,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,100.0,0.5845141700404858,0.515625,0.5137254901960784,0.5137254901960784
109,128,128,test,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,0.1,0.5,0.4453125,0.5,0.3081081081081081
109,128,128,ood_composition,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,0.1,0.5,0.4453125,0.5,0.3081081081081081
109,128,128,ood_depth,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,0.1,0.5,0.46875,0.5,0.3191489361702128
